UBIGEO,NOMBRE,DEPARTAMENTO,PROVINCIA,DISTRITO,POBLACION,VIVIENDA,VIVIENDAS CON LUZ,VIVIENDAS SIN LUZ,AREA
306070026,ACHIRAYOCC,APURIMAC,CHINCHEROS,URANMARCA,0,20,0,0,RURAL
306070022,PARIABAMBA,APURIMAC,CHINCHEROS,URANMARCA,275,97,3,78,RURAL
306070020,UCHUPATA,APURIMAC,CHINCHEROS,URANMARCA,0,6,0,0,RURAL
306070021,MARAY,APURIMAC,CHINCHEROS,URANMARCA,3,9,0,2,RURAL
306070018,ANTASCO,APURIMAC,CHINCHEROS,URANMARCA,101,93,33,8,RURAL
306070015,CHACHASPATA,APURIMAC,CHINCHEROS,URANMARCA,30,27,9,2,RURAL
306070014,HUANCANE,APURIMAC,CHINCHEROS,URANMARCA,136,77,30,8,RURAL
306070017,MOYOCCPAMPA,APURIMAC,CHINCHEROS,URANMARCA,219,140,63,5,RURAL
306070012,MONTE PATA,APURIMAC,CHINCHEROS,URANMARCA,177,79,42,2,RURAL
306070019,HUARIPATA,APURIMAC,CHINCHEROS,URANMARCA,0,5,0,0,RURAL
306070011,SOCCORUMI,APURIMAC,CHINCHEROS,URANMARCA,5,10,0,2,RURAL
306070028,APOJAHUALLAY,APURIMAC,CHINCHEROS,URANMARCA,4,5,0,2,RURAL
306070029,HUAYURI,APURIMAC,CHINCHEROS,URANMARCA,3,5,0,2,RURAL
306070030,LAMBRAMA,APURIMAC,CHINCHEROS,URANMARCA,0,4,0,0,RURAL
306070031,CHILWA,APURIMAC,CHINCHEROS,URANMARCA,6,5,0,2,RURAL
306070032,GECHUACHACRA,APURIMAC,CHINCHEROS,URANMARCA,2,9,0,1,RURAL
306070023,CHULLUNI IZQUIERDO,APURIMAC,CHINCHEROS,URANMARCA,403,185,106,23,RURAL
305060060,CCAYARANI,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,51,18,11,0,RURAL
305060053,LLAMAHUIRI,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,60,19,7,10,RURAL
305060049,ROSASPATA (HUARACCOPATA),APURIMAC,COTABAMBAS,CHALLHUAHUACHO,46,11,10,1,RURAL
305060044,LAHUANI,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,104,53,35,1,RURAL
305060046,ALLILLUMA,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,67,32,3,18,RURAL
305060051,CHOCCOYO,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,241,93,48,18,RURAL
305060084,YANAMA,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,56,13,12,0,RURAL
305060085,CHUAÑUMA,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,9,5,0,3,RURAL
305060082,KUCHUHUACHO,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,97,30,23,6,RURAL
305060087,HUAYCCOHUASI,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,33,6,6,0,RURAL
305060095,CHALLA CHALLA,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,55,40,10,16,RURAL
305060090,SURACCALLA CHOCCOYO,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,11,4,0,3,RURAL
305060080,WICHUYUMA,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,13,5,5,0,RURAL
305060079,CCAQUECURO,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,6,3,1,0,RURAL
305060064,YANAKAKA,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,13,4,0,4,RURAL
305060062,SAUSAMA,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,88,30,0,26,RURAL
305060063,CABRACANCHA,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,19,7,0,7,RURAL
305060032,ANCHACALLA,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,10,13,1,3,RURAL
305060038,CONSA,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,56,26,3,18,RURAL
305060037,SURAKA,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,9,4,0,3,RURAL
305060014,HUAYÑUNA,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,16,10,5,1,RURAL
305060016,CHURAMA,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,25,15,8,1,RURAL
305060027,QUEUÑA,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,75,21,11,10,RURAL
305060035,SUPAHUARO,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,20,7,0,7,RURAL
305060015,MOSOCLLACTA,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,37,19,7,5,RURAL
305060020,ILLIYO,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,43,12,11,1,RURAL
305060022,CHAYCA,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,116,32,18,14,RURAL
305060021,NANRA,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,38,15,8,7,RURAL
305060024,CCASA,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,81,29,8,21,RURAL
305060031,CCATAHUASI,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,77,23,13,10,RURAL
305060036,PARARANI,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,262,76,47,29,RURAL
305060013,UCUIRE,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,0,7,0,0,RURAL
305060018,CHILA,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,104,58,36,3,RURAL
305060017,MINASCUCHO,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,156,70,6,42,RURAL
305060034,QUEULLABAMBA,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,62,29,12,6,RURAL
305060026,CANCAUPATA,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,64,39,2,21,RURAL
305060002,CHUMILLE I,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,99,61,31,6,RURAL
305060003,QUEHUIRA,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,105,59,37,5,RURAL
305060011,CHICÑAHUI,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,116,55,19,25,RURAL
305060019,CCAHUAPIRHUA (CCAHUAPIRWA),APURIMAC,COTABAMBAS,CHALLHUAHUACHO,105,58,16,22,RURAL
305060007,PANCHAMA,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,39,23,11,0,RURAL
305060008,ACCOACCO,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,21,16,9,0,RURAL
305060012,TAQUIRUTA,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,16,12,7,0,RURAL
305060010,CHALLAQUE,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,2023,28,15,0,RURAL
305060004,CHUSPIRE,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,36,27,14,0,RURAL
305060042,TAMBULLA,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,548,323,102,48,URBANO
305060056,HUARACOYO,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,166,64,2,51,RURAL
305060050,CHUNTAHUILQUI,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,52,47,5,30,RURAL
305060076,AMAYANI PATA,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,27,9,1,7,RURAL
305060041,HUALLPAMAYO,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,13,4,0,3,RURAL
305060045,SUDJUÑA,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,59,22,7,10,RURAL
305060057,WISCACHACOLLO,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,67,18,0,18,RURAL
305060048,HUANCUIRE,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,210,72,39,28,RURAL
305060061,PATARIO,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,244,95,13,73,RURAL
305060075,LLAQTANI (RACRAMACHAY),APURIMAC,COTABAMBAS,CHALLHUAHUACHO,100,36,6,23,RURAL
305060078,YANAPOSA,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,28,11,3,5,RURAL
305060040,PUMASUCA,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,72,35,20,2,RURAL
305060028,CCARAYHUACHO,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,80,48,11,11,RURAL
305060043,CHALLA CHALLA,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,23,11,0,7,RURAL
305060059,SUYTUYO,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,33,13,7,3,RURAL
305060058,ANTA ANTA,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,167,68,20,37,RURAL
305060055,CCAYCCOPAMPA,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,94,23,18,5,RURAL
305060054,HUISCA HUISCA (HUASCA HUASCA),APURIMAC,COTABAMBAS,CHALLHUAHUACHO,59,19,16,2,RURAL
305060052,SACANCO (SAJANCO),APURIMAC,COTABAMBAS,CHALLHUAHUACHO,42,23,8,6,RURAL
305060047,AUQUILLO,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,20,6,4,2,RURAL
305060100,MACCAPATA,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,28,11,1,9,RURAL
305060102,TULLUNYANI,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,15,7,4,1,RURAL
305060101,MOCCOPATA,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,37,13,6,5,RURAL
305060104,UYANCCANY,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,39,14,10,4,RURAL
305060033,CHOAQUERE,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,183,74,53,14,RURAL
305060103,TOCCO,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,11,6,3,2,RURAL
305060025,HUANACOPAMPA,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,251,167,45,35,RURAL
305060107,YANAHUARA,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,12,13,5,2,RURAL
305060030,CHUMILLE II,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,9,10,3,0,RURAL
305060092,URAYPAMPA CCARAMPA,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,37,23,11,1,RURAL
305060094,MANUEL SEOANE CORRALES,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,52,33,24,0,RURAL
305060106,SACCANA,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,74,34,22,1,RURAL
305060072,HUAICO (HUAICO HUAICO),APURIMAC,COTABAMBAS,CHALLHUAHUACHO,28,9,5,2,RURAL
305060073,CHUICUNI,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,120,66,36,2,RURAL
305060074,CHUICUNI BAJO(CUYCUNI BAJO),APURIMAC,COTABAMBAS,CHALLHUAHUACHO,31,32,9,7,RURAL
305060116,TAMBO,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,1,1,1,0,RURAL
305060117,PUMAHUASI,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,27,7,5,2,RURAL
305060067,ALTA FUERABAMBA,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,56,30,14,0,RURAL
305060118,PAMPA BLANCA,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,0,1,0,0,RURAL
305060066,HUANCARPALLA,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,17,11,7,1,RURAL
305060070,COMERCCACCA,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,3,6,2,0,RURAL
305060109,HAWAPAYLLA,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,28,18,11,0,RURAL
305060068,HUANCARANI,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,5,7,2,0,RURAL
305060069,ARAPIO (ARAPIOPATA),APURIMAC,COTABAMBAS,CHALLHUAHUACHO,79,39,26,0,RURAL
305060081,CCATAHUASY,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,100,35,14,13,RURAL
305060119,HANKAYLLO PATA,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,7,5,0,3,RURAL
305060001,CHALLHUAHUACHO,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,5648,1711,995,98,URBANO
305060071,CCOLPAPUCYO,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,104,0,0,0,RURAL
305060124,SUCA SUCA,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,41,11,7,3,RURAL
305060125,QENCCOPAMPA,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,17,9,3,2,RURAL
305060127,QUECCARAHUASI,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,4,2,0,2,RURAL
305060128,CHAMANSELE,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,41,12,11,1,RURAL
305060133,CHAYÑAPATA,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,0,11,0,0,RURAL
305060121,SANTA ROSA DE HUANCUIRI,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,91,126,5,26,RURAL
305060120,NUEVA FUERABAMBA,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,354,223,105,0,RURAL
305060132,CARMEN ALTO,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,47,25,17,1,RURAL
305060009,FUERABAMBA,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,44,29,16,0,RURAL
305020033,CHANCARAPATA,APURIMAC,COTABAMBAS,COTABAMBAS,0,6,0,0,RURAL
305020024,PRUDENCIO,APURIMAC,COTABAMBAS,COTABAMBAS,2,6,1,1,RURAL
305020021,CHAMAN,APURIMAC,COTABAMBAS,COTABAMBAS,22,12,4,6,RURAL
305020026,HUARCCOY,APURIMAC,COTABAMBAS,COTABAMBAS,59,55,13,12,RURAL
305020029,CHUCCHUNA,APURIMAC,COTABAMBAS,COTABAMBAS,30,16,11,1,RURAL
305020039,URPIPATA,APURIMAC,COTABAMBAS,COTABAMBAS,8,3,0,3,RURAL
305020031,HUANCARIRI,APURIMAC,COTABAMBAS,COTABAMBAS,1,1,0,1,RURAL
305020072,TUMPIRO,APURIMAC,COTABAMBAS,COTABAMBAS,7,6,2,1,RURAL
305020075,URUBAMBA,APURIMAC,COTABAMBAS,COTABAMBAS,1,1,0,1,RURAL
305020073,QUISHUARANI,APURIMAC,COTABAMBAS,COTABAMBAS,2,1,0,1,RURAL
305020089,HUASINAPATA,APURIMAC,COTABAMBAS,COTABAMBAS,13,7,3,1,RURAL
305020028,SAN JUAN,APURIMAC,COTABAMBAS,COTABAMBAS,279,128,44,51,RURAL
305020076,ANTAHUAYCCOLLA,APURIMAC,COTABAMBAS,COTABAMBAS,0,1,0,0,RURAL
305020057,HUALLPAHUASI,APURIMAC,COTABAMBAS,COTABAMBAS,0,3,0,0,RURAL
305020012,CCALLA,APURIMAC,COTABAMBAS,COTABAMBAS,197,93,40,27,RURAL
305020043,QOHUARQUI,APURIMAC,COTABAMBAS,COTABAMBAS,0,5,0,0,RURAL
305020042,QOTARQUI,APURIMAC,COTABAMBAS,COTABAMBAS,0,5,0,0,RURAL
305020018,ACCORO,APURIMAC,COTABAMBAS,COTABAMBAS,39,25,13,1,RURAL
305020059,DURAZNO HUAYCCO,APURIMAC,COTABAMBAS,COTABAMBAS,0,3,0,0,RURAL
305020046,HUAÑURO,APURIMAC,COTABAMBAS,COTABAMBAS,5,8,3,1,RURAL
305020041,QQECHARO,APURIMAC,COTABAMBAS,COTABAMBAS,1,7,0,1,RURAL
305020047,PUCAPUCA,APURIMAC,COTABAMBAS,COTABAMBAS,2,7,1,1,RURAL
305020022,CHINCHAICHUPA,APURIMAC,COTABAMBAS,COTABAMBAS,19,13,8,0,RURAL
305020030,HUAÑA HUAÑA,APURIMAC,COTABAMBAS,COTABAMBAS,1,6,0,1,RURAL
305020019,CCARANCCA,APURIMAC,COTABAMBAS,COTABAMBAS,96,54,21,13,RURAL
305020058,HUALLPACHACA,APURIMAC,COTABAMBAS,COTABAMBAS,1,4,0,1,RURAL
305020044,CABALLO PATA,APURIMAC,COTABAMBAS,COTABAMBAS,2,5,0,1,RURAL
305020038,CCOYLLULLO,APURIMAC,COTABAMBAS,COTABAMBAS,1,1,1,0,RURAL
305020015,COLCA,APURIMAC,COTABAMBAS,COTABAMBAS,4,1,1,0,RURAL
305020020,HUAMANIRAY,APURIMAC,COTABAMBAS,COTABAMBAS,74,26,22,4,RURAL
305020086,PULPERA,APURIMAC,COTABAMBAS,COTABAMBAS,85,26,23,3,RURAL
305020068,QQUEUÑAYOC,APURIMAC,COTABAMBAS,COTABAMBAS,1,1,1,0,RURAL
305020064,CHICHORUMI,APURIMAC,COTABAMBAS,COTABAMBAS,4,1,0,1,RURAL
305020062,COLLUPAMPA,APURIMAC,COTABAMBAS,COTABAMBAS,11,3,0,3,RURAL
305020035,PAMPACCASA,APURIMAC,COTABAMBAS,COTABAMBAS,53,15,11,4,RURAL
305020032,OSNOMOCCO,APURIMAC,COTABAMBAS,COTABAMBAS,4,1,0,1,RURAL
305020036,RACCAYCATA,APURIMAC,COTABAMBAS,COTABAMBAS,64,19,13,6,RURAL
305020070,CHONCCOYOC,APURIMAC,COTABAMBAS,COTABAMBAS,33,8,8,0,RURAL
305020037,CHILLAHUI,APURIMAC,COTABAMBAS,COTABAMBAS,7,3,0,3,RURAL
305020079,PUQRUCORRALL,APURIMAC,COTABAMBAS,COTABAMBAS,5,2,0,2,RURAL
305020081,MOSOQLLAQTA,APURIMAC,COTABAMBAS,COTABAMBAS,43,13,9,4,RURAL
305020002,KUTUCTAY,APURIMAC,COTABAMBAS,COTABAMBAS,39,12,9,3,RURAL
305020004,MARANGALLAY,APURIMAC,COTABAMBAS,COTABAMBAS,81,27,19,8,RURAL
305020084,PAMPAÑA,APURIMAC,COTABAMBAS,COTABAMBAS,107,32,22,10,RURAL
305020085,PICCHU,APURIMAC,COTABAMBAS,COTABAMBAS,33,9,6,3,RURAL
305020009,CCOCHAPATA,APURIMAC,COTABAMBAS,COTABAMBAS,433,155,62,80,RURAL
305020011,CHIRANAY,APURIMAC,COTABAMBAS,COTABAMBAS,0,2,0,0,RURAL
305020052,SALVIAYOC,APURIMAC,COTABAMBAS,COTABAMBAS,1,1,1,0,RURAL
305020054,PARQA,APURIMAC,COTABAMBAS,COTABAMBAS,0,1,0,0,RURAL
305020016,CHAUPEC,APURIMAC,COTABAMBAS,COTABAMBAS,24,21,12,3,RURAL
305020050,FFALACOCHA,APURIMAC,COTABAMBAS,COTABAMBAS,0,5,0,0,RURAL
305020051,YANA RUMIYOC,APURIMAC,COTABAMBAS,COTABAMBAS,0,1,0,0,RURAL
305020006,CORRALPATA,APURIMAC,COTABAMBAS,COTABAMBAS,0,3,0,0,RURAL
305020003,AÑARQUI,APURIMAC,COTABAMBAS,COTABAMBAS,25,37,3,11,RURAL
305020010,HUACLLE,APURIMAC,COTABAMBAS,COTABAMBAS,82,50,36,4,RURAL
305020007,TAMBURO,APURIMAC,COTABAMBAS,COTABAMBAS,71,24,20,4,RURAL
305020053,HUARINIYOC,APURIMAC,COTABAMBAS,COTABAMBAS,0,3,0,0,RURAL
305020005,PATA PATA,APURIMAC,COTABAMBAS,COTABAMBAS,0,9,0,0,RURAL
305020074,MONTEPAMPA,APURIMAC,COTABAMBAS,COTABAMBAS,5,1,0,1,RURAL
305020001,COTABAMBAS,APURIMAC,COTABAMBAS,COTABAMBAS,1604,555,363,83,URBANO
305020078,CCAYRANCCA,APURIMAC,COTABAMBAS,COTABAMBAS,2,1,1,0,RURAL
305020077,PALTAY BAMBA,APURIMAC,COTABAMBAS,COTABAMBAS,0,5,0,0,RURAL
305020040,UYLLUMPA,APURIMAC,COTABAMBAS,COTABAMBAS,87,0,0,0,RURAL
305020049,OBANDO,APURIMAC,COTABAMBAS,COTABAMBAS,0,1,0,0,RURAL
305020055,MARIN PAMPA,APURIMAC,COTABAMBAS,COTABAMBAS,0,1,0,0,RURAL
305020083,TORREPATA,APURIMAC,COTABAMBAS,COTABAMBAS,116,49,39,10,RURAL
305030066,HUANCUIRI,APURIMAC,COTABAMBAS,COYLLURQUI,50,46,19,2,RURAL
305030054,PAMPUTA,APURIMAC,COTABAMBAS,COYLLURQUI,327,140,78,27,RURAL
305030069,CCONTAHUIRI,APURIMAC,COTABAMBAS,COYLLURQUI,29,18,7,1,RURAL
305030045,ANTIYO,APURIMAC,COTABAMBAS,COYLLURQUI,67,29,3,18,RURAL
305030040,HUAQQUERE,APURIMAC,COTABAMBAS,COYLLURQUI,53,30,15,2,RURAL
305030087,COMACHA,APURIMAC,COTABAMBAS,COYLLURQUI,40,15,0,13,RURAL
305030091,YURAC RUMI,APURIMAC,COTABAMBAS,COYLLURQUI,290,134,69,31,RURAL
305030038,YANAMA,APURIMAC,COTABAMBAS,COYLLURQUI,21,10,5,4,RURAL
305030042,PUYCA,APURIMAC,COTABAMBAS,COYLLURQUI,56,31,8,11,RURAL
305030041,OSCOLLO,APURIMAC,COTABAMBAS,COYLLURQUI,6,4,0,4,RURAL
305030039,OSNOBAMBA,APURIMAC,COTABAMBAS,COYLLURQUI,17,6,0,6,RURAL
305030037,PATAHUASI,APURIMAC,COTABAMBAS,COYLLURQUI,89,35,22,7,RURAL
305030078,ADOBINA,APURIMAC,COTABAMBAS,COYLLURQUI,4,2,2,0,RURAL
305030079,TASTAPATA,APURIMAC,COTABAMBAS,COYLLURQUI,6,3,0,2,RURAL
305030044,LLAULLIYOC,APURIMAC,COTABAMBAS,COYLLURQUI,70,33,17,5,RURAL
305030043,SACHAYOC,APURIMAC,COTABAMBAS,COYLLURQUI,10,5,4,0,RURAL
305030049,ITAÑE,APURIMAC,COTABAMBAS,COYLLURQUI,60,30,11,11,RURAL
305030065,HUAYCCO,APURIMAC,COTABAMBAS,COYLLURQUI,48,11,7,4,RURAL
305030063,SORCCO,APURIMAC,COTABAMBAS,COYLLURQUI,51,17,14,3,RURAL
305030058,AYAHUILLCA,APURIMAC,COTABAMBAS,COYLLURQUI,79,25,19,4,RURAL
305030060,CHAUPIORCCO,APURIMAC,COTABAMBAS,COYLLURQUI,19,18,6,0,RURAL
305030083,NUEVA GENERACION,APURIMAC,COTABAMBAS,COYLLURQUI,104,59,26,3,RURAL
305030082,TICLLAY HUAMAN,APURIMAC,COTABAMBAS,COYLLURQUI,97,30,23,1,RURAL
305030090,MILLPOCCOCHA,APURIMAC,COTABAMBAS,COYLLURQUI,30,17,6,2,RURAL
305030067,TOTORA,APURIMAC,COTABAMBAS,COYLLURQUI,84,48,28,1,RURAL
305030061,ANCHAPILLAY,APURIMAC,COTABAMBAS,COYLLURQUI,62,31,12,8,RURAL
305030059,PATARCANCHA,APURIMAC,COTABAMBAS,COYLLURQUI,74,35,21,1,RURAL
305030050,MATARA,APURIMAC,COTABAMBAS,COYLLURQUI,23,21,9,2,RURAL
305030056,HUANACUYOC,APURIMAC,COTABAMBAS,COYLLURQUI,30,18,4,5,RURAL
305030068,ANCCOCHIRI,APURIMAC,COTABAMBAS,COYLLURQUI,35,15,8,1,RURAL
305030080,YERBABUENAYOC,APURIMAC,COTABAMBAS,COYLLURQUI,29,16,10,1,RURAL
305030057,HUANCALLO,APURIMAC,COTABAMBAS,COYLLURQUI,39,17,8,2,RURAL
305030055,FACCHAYOC,APURIMAC,COTABAMBAS,COYLLURQUI,74,29,17,3,RURAL
305030084,VISCACHANI,APURIMAC,COTABAMBAS,COYLLURQUI,13,8,4,0,RURAL
305030048,MACHAYPATA,APURIMAC,COTABAMBAS,COYLLURQUI,55,38,12,9,RURAL
305030046,MOLINOPAMPA,APURIMAC,COTABAMBAS,COYLLURQUI,12,10,4,1,RURAL
305030047,ÑAHUINLLA,APURIMAC,COTABAMBAS,COYLLURQUI,403,239,109,35,RURAL
305030051,HUAMPO,APURIMAC,COTABAMBAS,COYLLURQUI,33,14,8,2,RURAL
305030052,SUJTURUMI,APURIMAC,COTABAMBAS,COYLLURQUI,1,4,0,1,RURAL
305030089,TAUTA,APURIMAC,COTABAMBAS,COYLLURQUI,16,9,6,1,RURAL
305030035,MANASQUI,APURIMAC,COTABAMBAS,COYLLURQUI,389,151,108,17,RURAL
305030077,ROSASPATA,APURIMAC,COTABAMBAS,COYLLURQUI,7,4,2,0,RURAL
305030034,VILCARO,APURIMAC,COTABAMBAS,COYLLURQUI,382,156,52,61,RURAL
305030028,CHAHUAY,APURIMAC,COTABAMBAS,COYLLURQUI,196,80,51,8,RURAL
305030024,YAHUA YAHUA,APURIMAC,COTABAMBAS,COYLLURQUI,3,15,1,1,RURAL
305030032,CCANTUYOC,APURIMAC,COTABAMBAS,COYLLURQUI,22,14,8,2,RURAL
305030030,TRANCA,APURIMAC,COTABAMBAS,COYLLURQUI,30,12,10,2,RURAL
305030031,AYUMAQUI,APURIMAC,COTABAMBAS,COYLLURQUI,50,28,15,2,RURAL
305030025,NIHUAQUI,APURIMAC,COTABAMBAS,COYLLURQUI,38,15,0,12,RURAL
305030033,FUNDICION,APURIMAC,COTABAMBAS,COYLLURQUI,4,9,3,1,RURAL
305030029,SIJAHUI,APURIMAC,COTABAMBAS,COYLLURQUI,182,62,43,5,RURAL
305030027,YADQUIRI,APURIMAC,COTABAMBAS,COYLLURQUI,140,41,26,11,RURAL
305030021,ACPITAN,APURIMAC,COTABAMBAS,COYLLURQUI,499,205,111,42,RURAL
305030018,PFACO,APURIMAC,COTABAMBAS,COYLLURQUI,447,243,122,27,RURAL
305030019,COLQUEPATA,APURIMAC,COTABAMBAS,COYLLURQUI,0,3,0,0,RURAL
305030017,CALLAHUARO,APURIMAC,COTABAMBAS,COYLLURQUI,28,20,12,0,RURAL
305030020,PUCARUMI,APURIMAC,COTABAMBAS,COYLLURQUI,0,4,0,0,RURAL
305030022,CCACCAPATA,APURIMAC,COTABAMBAS,COYLLURQUI,1,2,0,1,RURAL
305030015,PALLPARO,APURIMAC,COTABAMBAS,COYLLURQUI,105,58,27,13,RURAL
305030011,MANZANAYOC,APURIMAC,COTABAMBAS,COYLLURQUI,3,4,1,2,RURAL
305030013,HUANCAMISA,APURIMAC,COTABAMBAS,COYLLURQUI,26,14,9,3,RURAL
305030010,CHISCAHUAYLLA,APURIMAC,COTABAMBAS,COYLLURQUI,234,94,35,46,RURAL
305030008,CUICHI,APURIMAC,COTABAMBAS,COYLLURQUI,2,1,0,1,RURAL
305030014,CHAMCHI,APURIMAC,COTABAMBAS,COYLLURQUI,2,3,1,0,RURAL
305030016,CHOQUECAÑA,APURIMAC,COTABAMBAS,COYLLURQUI,5,6,2,1,RURAL
305030071,CCOCCODQUI ALTA,APURIMAC,COTABAMBAS,COYLLURQUI,1,6,0,1,RURAL
305030006,CHUYLLULLO,APURIMAC,COTABAMBAS,COYLLURQUI,162,69,42,7,RURAL
305030003,CHILLCAPATA,APURIMAC,COTABAMBAS,COYLLURQUI,6,4,1,1,RURAL
305030005,QUISHUARPATA,APURIMAC,COTABAMBAS,COYLLURQUI,3,1,0,1,RURAL
305030093,CCAHUAPATA,APURIMAC,COTABAMBAS,COYLLURQUI,28,12,8,1,RURAL
305030026,MAJARHUARJE,APURIMAC,COTABAMBAS,COYLLURQUI,0,2,0,0,RURAL
305030001,COYLLURQUI,APURIMAC,COTABAMBAS,COYLLURQUI,915,458,227,46,URBANO
305030094,MUYUMUYU,APURIMAC,COTABAMBAS,COYLLURQUI,62,28,19,2,RURAL
305030004,HATUMPAMPA,APURIMAC,COTABAMBAS,COYLLURQUI,8,5,0,3,RURAL
305030012,CCOCCOTQUI,APURIMAC,COTABAMBAS,COYLLURQUI,0,2,0,0,RURAL
305040127,PATACCOCHA,APURIMAC,COTABAMBAS,HAQUIRA,0,1,0,0,RURAL
305040120,SURIMANA,APURIMAC,COTABAMBAS,HAQUIRA,5,6,0,4,RURAL
305040121,PISCOCALLA,APURIMAC,COTABAMBAS,HAQUIRA,96,52,16,28,RURAL
